x,y,col,result,local_minima,distance_to_minima,steps,converged
1.109205336805113,-0.7682680925094827,6,0.5437186009781853,0.5437186009781853,0.0,0,true
1.7036067149697944,-0.7960835686725494,6,-0.21546382438371847,-0.21546382438371847,0.0,0,true
-1.6071047529198699,-0.5686514548840216,6,2.1042503103112566,2.1042503103112566,0.0,0,true
-1.2302298765170656,-0.1623345844591589,6,2.4962953510235764,2.4962953510235764,0.0,0,true
-1.2960702671675532,-0.6050843880384851,6,2.22947081802986,2.22947081802986,0.0,0,true
1.607104752919837,0.5686514548841297,6,2.104250310311258,2.104250310311258,0.0,0,true
-1.1092053368051276,0.7682680925095288,6,0.5437186009781854,0.5437186009781854,0.0,0,true
-1.6380679841895027,-0.22867406904448,6,2.2293571975307156,2.2293571975307156,0.0,0,true
-0.08984201310026405,0.7126564030207077,6,-1.0316284534898774,-1.0316284534898774,0.0,0,true
-1.7036067149697984,0.7960835686725886,6,-0.21546382438371725,-0.21546382438371725,0.0,0,true
2.7484613541539007e-14,-6.216999393130726e-14,6,-1.4147534912645933e-26,-1.4147534912645933e-26,0.0,0,true
1.6380679841895043,0.22867406904432058,6,2.2293571975307143,2.2293571975307143,0.0,0,true
1.296070267167577,0.6050843880385686,6,2.22947081802986,2.22947081802986,0.0,0,true
1.2302298765170399,0.16233458445901353,6,2.4962953510235764,2.4962953510235764,0.0,0,true
0.08984201310029544,-0.7126564030206524,6,-1.0316284534898772,-1.0316284534898772,0.0,0,true
